,target,shape,surface,color
4372,poisonous,flat,fibrous,gray
4373,poisonous,convex,smooth,white
4374,edible,flat,scaly,gray
4375,poisonous,convex,scaly,brown
4376,poisonous,flat,scaly,gray
4377,poisonous,flat,fibrous,gray
4378,edible,flat,scaly,red
4379,edible,convex,scaly,buff
4380,poisonous,convex,scaly,yellow
4381,poisonous,convex,scaly,yellow
4382,poisonous,convex,scaly,yellow
4383,poisonous,convex,scaly,yellow
4384,poisonous,flat,fibrous,yellow
4385,poisonous,flat,scaly,gray
4386,poisonous,convex,fibrous,gray
4387,poisonous,flat,scaly,yellow
4388,poisonous,convex,scaly,gray
4389,poisonous,convex,scaly,yellow
4390,poisonous,flat,scaly,gray
4391,poisonous,flat,scaly,yellow
4392,poisonous,convex,scaly,gray
4393,poisonous,flat,scaly,gray
4394,poisonous,flat,scaly,gray
4395,edible,convex,scaly,purple
4396,poisonous,convex,fibrous,gray
4397,poisonous,flat,fibrous,yellow
4398,poisonous,flat,fibrous,yellow
4399,poisonous,convex,fibrous,yellow
4400,poisonous,flat,fibrous,yellow
4401,poisonous,flat,fibrous,gray
4402,poisonous,flat,scaly,gray
4403,poisonous,flat,fibrous,gray
4404,poisonous,flat,fibrous,yellow
4405,poisonous,flat,scaly,yellow
4406,poisonous,flat,fibrous,gray
4407,poisonous,flat,scaly,gray
4408,poisonous,flat,fibrous,yellow
4409,edible,flat,fibrous,red
4410,poisonous,flat,smooth,buff
4411,poisonous,flat,scaly,gray
4412,poisonous,flat,fibrous,gray
4413,poisonous,convex,scaly,yellow
4414,poisonous,flat,fibrous,yellow
4415,poisonous,flat,scaly,yellow
4416,edible,flat,scaly,brown
4417,poisonous,flat,scaly,yellow
4418,edible,convex,smooth,buff
4419,poisonous,convex,scaly,yellow
4420,poisonous,convex,fibrous,yellow
4421,poisonous,convex,scaly,yellow
4422,poisonous,flat,scaly,gray
4423,edible,flat,fibrous,red
4424,poisonous,flat,fibrous,yellow
4425,poisonous,flat,fibrous,yellow
4426,poisonous,convex,scaly,yellow
4427,poisonous,convex,fibrous,yellow
4428,poisonous,convex,scaly,brown
4429,poisonous,flat,fibrous,yellow
4430,poisonous,convex,scaly,yellow
4431,poisonous,flat,fibrous,yellow
4432,poisonous,flat,fibrous,yellow
4433,poisonous,flat,scaly,gray
4434,poisonous,flat,scaly,gray
4435,poisonous,flat,scaly,gray
4436,poisonous,flat,fibrous,gray
4437,poisonous,convex,smooth,gray
4438,poisonous,convex,scaly,yellow
4439,poisonous,flat,smooth,gray
4440,poisonous,convex,scaly,gray
4441,poisonous,convex,scaly,yellow
4442,poisonous,convex,scaly,yellow
4443,edible,flat,scaly,gray
4444,poisonous,flat,fibrous,gray
4445,poisonous,flat,scaly,yellow
4446,poisonous,flat,scaly,gray
4447,poisonous,convex,scaly,yellow
4448,poisonous,convex,scaly,gray
4449,poisonous,convex,fibrous,yellow
4450,edible,flat,scaly,brown
4451,poisonous,convex,scaly,gray
4452,poisonous,flat,fibrous,yellow
4453,poisonous,convex,scaly,gray
4454,poisonous,convex,scaly,yellow
4455,poisonous,flat,fibrous,gray
4456,poisonous,flat,fibrous,gray
4457,poisonous,convex,scaly,yellow
4458,edible,knobbed,scaly,buff
4459,poisonous,convex,scaly,yellow
4460,poisonous,convex,scaly,brown
4461,poisonous,flat,scaly,gray
4462,poisonous,convex,scaly,gray
4463,poisonous,flat,scaly,yellow
4464,poisonous,flat,scaly,gray
4465,poisonous,flat,fibrous,gray
4466,poisonous,flat,scaly,yellow
4467,poisonous,convex,fibrous,yellow
4468,poisonous,convex,smooth,white
4469,poisonous,convex,scaly,yellow
4470,poisonous,flat,fibrous,yellow
4471,poisonous,convex,fibrous,yellow
4472,poisonous,convex,scaly,yellow
4473,poisonous,flat,scaly,yellow
4474,poisonous,convex,scaly,yellow
4475,poisonous,convex,scaly,yellow
4476,poisonous,flat,scaly,gray
4477,poisonous,flat,fibrous,yellow
4478,poisonous,flat,fibrous,gray
4479,edible,flat,scaly,brown
4480,poisonous,convex,scaly,yellow
4481,poisonous,convex,scaly,gray
4482,poisonous,flat,scaly,gray
4483,poisonous,flat,scaly,gray
4484,poisonous,convex,scaly,yellow
4485,poisonous,flat,fibrous,gray
4486,poisonous,convex,scaly,gray
4487,poisonous,convex,scaly,yellow
4488,poisonous,convex,fibrous,yellow
4489,poisonous,flat,fibrous,yellow
4490,edible,flat,fibrous,cinnamon
4491,poisonous,flat,scaly,gray
4492,poisonous,convex,scaly,gray
4493,poisonous,flat,fibrous,yellow
4494,poisonous,flat,fibrous,yellow
4495,poisonous,convex,smooth,gray
4496,edible,flat,smooth,brown
4497,poisonous,convex,scaly,brown
4498,poisonous,convex,smooth,gray
4499,poisonous,convex,fibrous,yellow
4500,poisonous,flat,scaly,gray
4501,poisonous,flat,scaly,gray
4502,poisonous,convex,scaly,yellow
4503,poisonous,convex,scaly,yellow
4504,poisonous,convex,scaly,gray
4505,poisonous,flat,scaly,gray
4506,poisonous,flat,scaly,gray
4507,poisonous,flat,fibrous,yellow
4508,poisonous,convex,fibrous,yellow
4509,poisonous,flat,fibrous,yellow
4510,poisonous,flat,fibrous,gray
4511,poisonous,flat,fibrous,yellow
4512,poisonous,flat,scaly,yellow
4513,poisonous,flat,fibrous,yellow
4514,poisonous,flat,fibrous,yellow
4515,poisonous,convex,scaly,gray
4516,poisonous,convex,scaly,gray
4517,poisonous,convex,scaly,gray
4518,edible,convex,smooth,buff
4519,poisonous,flat,fibrous,gray
4520,poisonous,convex,fibrous,yellow
4521,poisonous,convex,scaly,brown
4522,poisonous,convex,scaly,gray
4523,poisonous,flat,scaly,gray
4524,poisonous,flat,scaly,gray
4525,poisonous,flat,fibrous,yellow
4526,poisonous,convex,scaly,yellow
4527,poisonous,convex,fibrous,yellow
4528,poisonous,flat,fibrous,gray
4529,poisonous,convex,scaly,gray
4530,poisonous,flat,fibrous,yellow
4531,poisonous,convex,fibrous,yellow
4532,edible,convex,scaly,purple
4533,edible,flat,scaly,buff
4534,poisonous,flat,scaly,yellow
4535,poisonous,convex,scaly,yellow
4536,poisonous,convex,scaly,gray
4537,poisonous,flat,fibrous,gray
4538,poisonous,flat,scaly,gray
4539,poisonous,flat,fibrous,gray
4540,poisonous,flat,scaly,gray
4541,poisonous,convex,fibrous,yellow
4542,poisonous,flat,fibrous,yellow
4543,poisonous,flat,fibrous,gray
4544,poisonous,flat,scaly,yellow
4545,poisonous,flat,scaly,yellow
4546,poisonous,flat,fibrous,gray
4547,poisonous,flat,smooth,buff
4548,poisonous,flat,smooth,white
4549,poisonous,convex,scaly,yellow
4550,poisonous,flat,fibrous,yellow
4551,poisonous,flat,scaly,gray
4552,poisonous,convex,scaly,yellow
4553,poisonous,convex,fibrous,yellow
4554,poisonous,convex,fibrous,yellow
4555,edible,flat,fibrous,gray
4556,edible,convex,scaly,purple
4557,poisonous,convex,scaly,gray
4558,poisonous,flat,fibrous,yellow
4559,poisonous,convex,scaly,yellow
4560,poisonous,flat,scaly,gray
4561,poisonous,convex,scaly,yellow
4562,poisonous,convex,fibrous,yellow
4563,poisonous,convex,scaly,yellow
4564,poisonous,flat,fibrous,yellow
4565,poisonous,convex,scaly,gray
4566,poisonous,flat,scaly,gray
4567,poisonous,flat,scaly,gray
4568,poisonous,convex,fibrous,yellow
4569,edible,flat,fibrous,red
4570,poisonous,convex,scaly,yellow
4571,poisonous,flat,fibrous,gray
4572,poisonous,convex,scaly,gray
4573,poisonous,flat,scaly,gray
4574,poisonous,flat,fibrous,gray
4575,poisonous,flat,fibrous,gray
4576,poisonous,flat,fibrous,gray
4577,poisonous,flat,scaly,gray
4578,poisonous,flat,fibrous,yellow
4579,poisonous,convex,fibrous,yellow
4580,poisonous,convex,scaly,gray
4581,poisonous,convex,scaly,gray
4582,poisonous,convex,fibrous,white
4583,poisonous,flat,fibrous,gray
4584,poisonous,convex,fibrous,yellow
4585,poisonous,flat,scaly,gray
4586,poisonous,convex,fibrous,yellow
4587,poisonous,flat,scaly,gray
4588,poisonous,flat,scaly,gray
4589,poisonous,flat,fibrous,yellow
4590,poisonous,convex,scaly,gray
4591,poisonous,flat,scaly,yellow
4592,poisonous,flat,fibrous,yellow
4593,poisonous,convex,fibrous,yellow
4594,poisonous,flat,fibrous,yellow
4595,poisonous,convex,scaly,yellow
4596,poisonous,flat,fibrous,yellow
4597,poisonous,convex,fibrous,yellow
4598,poisonous,flat,scaly,gray
4599,poisonous,flat,fibrous,gray
4600,poisonous,flat,fibrous,yellow
4601,poisonous,flat,fibrous,gray
4602,poisonous,flat,fibrous,gray
4603,poisonous,flat,fibrous,yellow
4604,poisonous,convex,scaly,yellow
4605,poisonous,convex,scaly,yellow
4606,poisonous,flat,fibrous,yellow
4607,poisonous,convex,scaly,yellow
4608,poisonous,convex,scaly,yellow
4609,poisonous,convex,scaly,brown
4610,edible,flat,scaly,buff
4611,poisonous,convex,fibrous,yellow
4612,poisonous,convex,scaly,yellow
4613,poisonous,flat,scaly,gray
4614,poisonous,convex,scaly,yellow
4615,poisonous,flat,scaly,gray
4616,poisonous,flat,scaly,gray
4617,poisonous,flat,fibrous,gray
4618,poisonous,convex,fibrous,yellow
4619,poisonous,flat,fibrous,yellow
4620,poisonous,flat,fibrous,yellow
4621,poisonous,flat,scaly,gray
4622,poisonous,flat,scaly,gray
4623,poisonous,flat,fibrous,gray
4624,poisonous,flat,scaly,gray
4625,poisonous,flat,fibrous,gray
4626,poisonous,flat,scaly,gray
4627,poisonous,convex,fibrous,gray
4628,poisonous,flat,smooth,buff
4629,edible,flat,fibrous,red
4630,poisonous,convex,scaly,yellow
4631,poisonous,convex,scaly,gray
4632,poisonous,flat,scaly,gray
4633,edible,flat,fibrous,gray
4634,poisonous,convex,scaly,yellow
4635,poisonous,convex,scaly,yellow
4636,poisonous,flat,fibrous,yellow
4637,poisonous,convex,fibrous,yellow
4638,poisonous,convex,fibrous,yellow
4639,poisonous,convex,scaly,gray
4640,poisonous,flat,smooth,white
4641,poisonous,convex,scaly,gray
4642,poisonous,convex,fibrous,yellow
4643,poisonous,flat,scaly,gray
4644,poisonous,convex,scaly,gray
4645,poisonous,convex,fibrous,yellow
4646,edible,flat,scaly,purple
4647,poisonous,flat,fibrous,yellow
4648,poisonous,flat,scaly,gray
4649,poisonous,convex,scaly,yellow
4650,poisonous,flat,fibrous,gray
4651,edible,flat,scaly,brown
4652,poisonous,convex,fibrous,yellow
4653,poisonous,flat,fibrous,gray
4654,poisonous,convex,scaly,gray
4655,poisonous,flat,fibrous,yellow
4656,poisonous,convex,fibrous,yellow
4657,poisonous,convex,scaly,yellow
4658,poisonous,convex,fibrous,yellow
4659,poisonous,flat,scaly,gray
4660,poisonous,convex,smooth,white
4661,edible,flat,scaly,red
4662,edible,convex,scaly,purple
4663,poisonous,convex,scaly,yellow
4664,poisonous,convex,scaly,gray
4665,poisonous,convex,fibrous,yellow
4666,poisonous,flat,fibrous,gray
4667,poisonous,convex,scaly,gray
4668,poisonous,flat,fibrous,gray
4669,poisonous,flat,fibrous,yellow
4670,poisonous,convex,scaly,gray
4671,poisonous,flat,scaly,gray
4672,edible,flat,smooth,pink
4673,poisonous,flat,fibrous,gray
4674,poisonous,convex,scaly,yellow
4675,poisonous,convex,scaly,gray
4676,poisonous,flat,fibrous,yellow
4677,poisonous,convex,fibrous,yellow
4678,poisonous,flat,scaly,gray
4679,poisonous,flat,scaly,yellow
4680,poisonous,convex,scaly,gray
4681,poisonous,convex,scaly,gray
4682,poisonous,flat,fibrous,yellow
4683,poisonous,flat,fibrous,gray
4684,poisonous,convex,scaly,gray
4685,poisonous,flat,fibrous,yellow
4686,poisonous,flat,scaly,gray
4687,poisonous,convex,scaly,gray
4688,poisonous,flat,fibrous,gray
4689,poisonous,convex,scaly,gray
4690,poisonous,flat,fibrous,gray
4691,poisonous,convex,scaly,yellow
4692,poisonous,convex,fibrous,yellow
4693,poisonous,convex,scaly,gray
4694,poisonous,flat,fibrous,yellow
4695,edible,flat,scaly,brown
4696,poisonous,flat,fibrous,gray
4697,poisonous,convex,scaly,yellow
4698,poisonous,convex,smooth,gray
4699,poisonous,flat,scaly,yellow
4700,poisonous,convex,scaly,yellow
4701,poisonous,convex,fibrous,white
4702,poisonous,convex,fibrous,yellow
4703,poisonous,flat,smooth,buff
4704,poisonous,convex,scaly,yellow
4705,poisonous,convex,scaly,gray
4706,poisonous,flat,fibrous,yellow
4707,poisonous,flat,smooth,pink
4708,poisonous,flat,smooth,buff
4709,poisonous,convex,scaly,gray
4710,poisonous,convex,scaly,gray
4711,poisonous,convex,scaly,gray
4712,poisonous,flat,fibrous,gray
4713,poisonous,flat,fibrous,gray
4714,poisonous,convex,fibrous,yellow
4715,poisonous,flat,fibrous,yellow
4716,edible,flat,scaly,purple
4717,poisonous,convex,fibrous,yellow
4718,edible,flat,fibrous,red
4719,poisonous,flat,fibrous,yellow
4720,poisonous,convex,fibrous,yellow
4721,poisonous,convex,scaly,brown
4722,poisonous,convex,scaly,gray
4723,poisonous,convex,fibrous,yellow
4724,poisonous,flat,fibrous,gray
4725,poisonous,convex,scaly,gray
4726,poisonous,convex,scaly,gray
4727,poisonous,convex,fibrous,yellow
4728,poisonous,flat,fibrous,yellow
4729,poisonous,flat,scaly,gray
4730,poisonous,flat,scaly,gray
4731,edible,flat,scaly,brown
4732,poisonous,convex,scaly,yellow
4733,edible,flat,fibrous,red
4734,poisonous,convex,fibrous,yellow
4735,poisonous,convex,scaly,gray
4736,poisonous,flat,scaly,gray
4737,poisonous,convex,fibrous,yellow
4738,poisonous,flat,fibrous,gray
4739,poisonous,flat,fibrous,gray
4740,poisonous,flat,scaly,gray
4741,poisonous,flat,scaly,gray
4742,poisonous,convex,fibrous,yellow
4743,poisonous,convex,scaly,yellow
4744,poisonous,flat,fibrous,yellow
4745,poisonous,convex,scaly,gray
4746,poisonous,flat,fibrous,yellow
4747,poisonous,flat,scaly,gray
4748,poisonous,convex,fibrous,pink
4749,poisonous,flat,fibrous,yellow
4750,poisonous,convex,scaly,gray
4751,poisonous,convex,scaly,yellow
4752,poisonous,convex,scaly,gray
4753,poisonous,flat,scaly,yellow
4754,poisonous,convex,scaly,gray
4755,poisonous,convex,fibrous,yellow
4756,poisonous,flat,scaly,gray
4757,poisonous,flat,scaly,gray
4758,poisonous,convex,scaly,yellow
4759,poisonous,flat,fibrous,yellow
4760,poisonous,convex,scaly,gray
4761,poisonous,convex,scaly,yellow
4762,poisonous,convex,scaly,gray
4763,poisonous,convex,scaly,gray
4764,poisonous,convex,fibrous,yellow
4765,poisonous,convex,scaly,gray
4766,poisonous,flat,fibrous,gray
4767,poisonous,flat,fibrous,gray
4768,poisonous,convex,scaly,gray
4769,poisonous,convex,fibrous,yellow
4770,poisonous,convex,scaly,gray
4771,poisonous,flat,fibrous,gray
4772,poisonous,convex,scaly,yellow
4773,poisonous,convex,fibrous,yellow
4774,poisonous,flat,scaly,gray
4775,poisonous,flat,fibrous,gray
4776,edible,convex,smooth,pink
4777,poisonous,flat,fibrous,yellow
4778,poisonous,convex,smooth,pink
4779,poisonous,convex,fibrous,yellow
4780,poisonous,flat,fibrous,gray
4781,poisonous,convex,fibrous,yellow
4782,edible,flat,fibrous,red
4783,poisonous,convex,scaly,yellow
4784,poisonous,convex,fibrous,yellow
4785,poisonous,flat,scaly,gray
4786,poisonous,flat,fibrous,yellow
4787,edible,flat,scaly,brown
4788,poisonous,convex,scaly,yellow
4789,poisonous,flat,fibrous,gray
4790,poisonous,convex,scaly,yellow
4791,poisonous,flat,fibrous,yellow
4792,poisonous,flat,scaly,yellow
4793,poisonous,flat,scaly,gray
4794,poisonous,flat,fibrous,gray
4795,poisonous,convex,scaly,yellow
4796,poisonous,flat,scaly,gray
4797,poisonous,convex,scaly,yellow
4798,edible,flat,fibrous,gray
4799,poisonous,convex,smooth,gray
4800,poisonous,convex,scaly,brown
4801,poisonous,flat,smooth,gray
4802,poisonous,flat,scaly,gray
4803,poisonous,flat,scaly,yellow
4804,poisonous,flat,scaly,gray
4805,edible,flat,scaly,red
4806,poisonous,flat,scaly,gray
4807,poisonous,convex,fibrous,yellow
4808,poisonous,flat,fibrous,gray
4809,poisonous,convex,scaly,yellow
4810,poisonous,flat,fibrous,yellow
4811,edible,flat,scaly,brown
4812,poisonous,flat,scaly,gray
4813,poisonous,knobbed,fibrous,brown
4814,poisonous,flat,fibrous,gray
4815,poisonous,flat,fibrous,yellow
4816,poisonous,convex,scaly,brown
4817,poisonous,flat,fibrous,gray
4818,poisonous,flat,fibrous,gray
4819,poisonous,flat,smooth,white
4820,poisonous,flat,fibrous,yellow
4821,poisonous,convex,scaly,gray
4822,poisonous,convex,fibrous,yellow
4823,edible,convex,scaly,red
4824,poisonous,flat,scaly,yellow
4825,poisonous,bell,fibrous,yellow
4826,poisonous,flat,scaly,yellow
4827,poisonous,convex,smooth,gray
4828,poisonous,flat,scaly,yellow
4829,poisonous,flat,fibrous,yellow
4830,edible,knobbed,scaly,red
4831,poisonous,flat,fibrous,yellow
4832,poisonous,flat,fibrous,yellow
4833,edible,knobbed,scaly,brown
4834,poisonous,convex,smooth,white
4835,poisonous,convex,fibrous,yellow
4836,poisonous,convex,fibrous,yellow
4837,poisonous,convex,fibrous,yellow
4838,poisonous,flat,scaly,yellow
4839,poisonous,bell,smooth,buff
4840,poisonous,convex,smooth,white
4841,edible,flat,scaly,red
4842,poisonous,bell,smooth,white
4843,edible,flat,scaly,pink
4844,poisonous,convex,smooth,white
4845,edible,knobbed,scaly,brown
4846,poisonous,convex,scaly,yellow
4847,poisonous,flat,smooth,buff
4848,poisonous,flat,scaly,gray
4849,poisonous,convex,scaly,yellow
4850,poisonous,convex,scaly,gray
4851,poisonous,convex,fibrous,yellow
4852,poisonous,convex,scaly,yellow
4853,poisonous,convex,scaly,yellow
4854,poisonous,convex,fibrous,yellow
4855,poisonous,convex,scaly,gray
4856,poisonous,flat,fibrous,gray
4857,edible,knobbed,smooth,red
4858,edible,flat,scaly,brown
4859,edible,flat,smooth,buff
4860,poisonous,convex,scaly,yellow
4861,edible,flat,fibrous,gray
4862,poisonous,flat,fibrous,yellow
4863,poisonous,flat,scaly,gray
4864,poisonous,convex,smooth,gray
4865,poisonous,flat,fibrous,gray
4866,poisonous,convex,fibrous,yellow
4867,poisonous,flat,fibrous,yellow
4868,poisonous,convex,scaly,brown
4869,poisonous,flat,fibrous,gray
4870,edible,flat,scaly,brown
4871,edible,flat,scaly,red
4872,poisonous,flat,scaly,gray
4873,poisonous,convex,scaly,yellow
4874,poisonous,flat,fibrous,gray
4875,edible,flat,fibrous,red
4876,poisonous,convex,scaly,yellow
4877,poisonous,flat,fibrous,yellow
4878,poisonous,flat,fibrous,gray
4879,poisonous,flat,scaly,yellow
4880,poisonous,convex,scaly,gray
4881,poisonous,bell,scaly,white
4882,poisonous,flat,fibrous,yellow
4883,poisonous,convex,scaly,brown
4884,poisonous,flat,fibrous,gray
4885,poisonous,convex,scaly,yellow
4886,poisonous,flat,scaly,yellow
4887,edible,flat,scaly,pink
4888,poisonous,convex,smooth,white
4889,poisonous,flat,scaly,gray
4890,poisonous,convex,scaly,gray
4891,poisonous,convex,fibrous,yellow
4892,poisonous,flat,smooth,buff
4893,poisonous,convex,fibrous,gray
4894,poisonous,convex,fibrous,yellow
4895,poisonous,flat,scaly,gray
4896,poisonous,flat,scaly,yellow
4897,edible,convex,scaly,green
4898,edible,flat,scaly,white
4899,poisonous,convex,fibrous,yellow
4900,poisonous,flat,scaly,yellow
4901,poisonous,flat,scaly,yellow
4902,poisonous,convex,scaly,red
4903,poisonous,convex,scaly,red
4904,poisonous,convex,scaly,gray
4905,poisonous,convex,scaly,yellow
4906,poisonous,flat,fibrous,gray
4907,poisonous,convex,scaly,gray
4908,poisonous,convex,scaly,yellow
4909,poisonous,flat,fibrous,yellow
4910,edible,flat,smooth,red
4911,poisonous,flat,fibrous,yellow
4912,poisonous,convex,scaly,yellow
4913,poisonous,flat,smooth,gray
4914,poisonous,flat,fibrous,yellow
4915,poisonous,convex,scaly,yellow
4916,poisonous,convex,fibrous,yellow
4917,poisonous,convex,smooth,gray
4918,poisonous,flat,scaly,gray
4919,poisonous,flat,fibrous,gray
4920,poisonous,convex,smooth,white
4921,poisonous,flat,scaly,gray
4922,edible,flat,scaly,red
4923,poisonous,convex,fibrous,yellow
4924,poisonous,convex,scaly,yellow
4925,edible,knobbed,smooth,buff
4926,poisonous,flat,fibrous,yellow
4927,poisonous,flat,fibrous,yellow
4928,poisonous,convex,scaly,yellow
4929,edible,convex,fibrous,brown
4930,edible,convex,scaly,red
4931,poisonous,convex,scaly,gray
4932,poisonous,convex,fibrous,yellow
4933,poisonous,flat,smooth,gray
4934,poisonous,convex,scaly,yellow
4935,poisonous,flat,scaly,gray
4936,poisonous,convex,scaly,gray
4937,poisonous,convex,scaly,brown
4938,edible,knobbed,smooth,buff
4939,poisonous,flat,fibrous,yellow
4940,poisonous,convex,fibrous,gray
4941,poisonous,flat,scaly,gray
4942,poisonous,convex,fibrous,yellow
4943,poisonous,flat,scaly,yellow
4944,edible,knobbed,smooth,pink
4945,poisonous,flat,scaly,brown
4946,poisonous,convex,scaly,gray
4947,poisonous,convex,fibrous,yellow
4948,poisonous,convex,scaly,gray
4949,poisonous,flat,smooth,buff
4950,edible,flat,smooth,buff
4951,poisonous,flat,smooth,white
4952,poisonous,flat,scaly,gray
4953,poisonous,convex,fibrous,yellow
4954,poisonous,flat,scaly,gray
4955,poisonous,flat,scaly,yellow
4956,poisonous,flat,fibrous,yellow
4957,poisonous,convex,smooth,buff
4958,poisonous,flat,fibrous,gray
4959,poisonous,convex,scaly,gray
4960,poisonous,flat,fibrous,yellow
4961,poisonous,flat,scaly,yellow
4962,poisonous,flat,smooth,gray
4963,edible,flat,smooth,buff
4964,edible,convex,smooth,pink
4965,edible,knobbed,smooth,brown
4966,poisonous,flat,scaly,pink
4967,poisonous,flat,scaly,gray
4968,poisonous,convex,scaly,yellow
4969,poisonous,flat,fibrous,gray
4970,poisonous,flat,fibrous,gray
4971,poisonous,convex,fibrous,yellow
4972,poisonous,flat,fibrous,gray
4973,poisonous,flat,scaly,gray
4974,poisonous,flat,scaly,yellow
4975,poisonous,flat,fibrous,yellow
4976,poisonous,flat,scaly,yellow
4977,poisonous,convex,scaly,yellow
4978,poisonous,convex,scaly,yellow
4979,poisonous,flat,scaly,gray
4980,poisonous,flat,fibrous,gray
4981,poisonous,convex,scaly,yellow
4982,poisonous,convex,scaly,yellow
4983,edible,flat,scaly,purple
4984,poisonous,flat,fibrous,gray
4985,poisonous,convex,scaly,brown
4986,poisonous,convex,scaly,yellow
4987,poisonous,convex,scaly,yellow
4988,poisonous,convex,scaly,gray
4989,poisonous,flat,fibrous,yellow
4990,poisonous,convex,fibrous,yellow
4991,poisonous,convex,scaly,gray
4992,edible,flat,smooth,buff
4993,poisonous,flat,fibrous,gray
4994,poisonous,flat,scaly,yellow
4995,edible,convex,smooth,brown
4996,poisonous,flat,fibrous,gray
4997,poisonous,convex,scaly,gray
4998,poisonous,convex,scaly,brown
4999,poisonous,flat,fibrous,yellow
5000,poisonous,convex,scaly,brown
5001,poisonous,bell,smooth,buff
5002,poisonous,flat,fibrous,yellow
5003,poisonous,flat,scaly,gray
5004,edible,flat,scaly,purple
5005,poisonous,convex,fibrous,yellow
5006,poisonous,flat,scaly,yellow
5007,poisonous,flat,fibrous,yellow
5008,poisonous,convex,scaly,yellow
5009,edible,convex,scaly,red
5010,poisonous,flat,fibrous,gray
5011,poisonous,convex,scaly,yellow
5012,poisonous,convex,scaly,yellow
5013,poisonous,flat,scaly,gray
5014,edible,knobbed,smooth,buff
5015,poisonous,flat,scaly,yellow
5016,poisonous,convex,scaly,gray
5017,poisonous,convex,fibrous,yellow
5018,poisonous,flat,fibrous,yellow
5019,poisonous,flat,smooth,white
5020,poisonous,convex,smooth,gray
5021,poisonous,flat,scaly,yellow
5022,edible,flat,scaly,purple
5023,poisonous,convex,fibrous,yellow
5024,poisonous,flat,scaly,gray
5025,poisonous,convex,fibrous,yellow
5026,poisonous,convex,fibrous,yellow
5027,poisonous,convex,smooth,gray
5028,poisonous,flat,scaly,gray
5029,poisonous,flat,fibrous,yellow
5030,poisonous,flat,fibrous,yellow
5031,poisonous,convex,scaly,gray
5032,poisonous,convex,scaly,gray
5033,poisonous,convex,scaly,gray
5034,poisonous,convex,fibrous,gray
5035,poisonous,convex,scaly,yellow
5036,poisonous,flat,fibrous,gray
5037,poisonous,flat,fibrous,yellow
5038,poisonous,convex,scaly,gray
5039,poisonous,flat,fibrous,yellow
5040,poisonous,convex,scaly,brown
5041,poisonous,convex,fibrous,yellow
5042,poisonous,convex,scaly,yellow
5043,poisonous,flat,smooth,buff
5044,poisonous,flat,fibrous,gray
5045,poisonous,flat,scaly,yellow
5046,poisonous,convex,fibrous,yellow
5047,poisonous,flat,fibrous,gray
5048,poisonous,convex,scaly,yellow
5049,poisonous,convex,scaly,gray
5050,poisonous,convex,scaly,red
5051,edible,knobbed,scaly,buff
5052,edible,flat,scaly,buff
5053,poisonous,convex,scaly,gray
5054,poisonous,flat,fibrous,yellow
5055,poisonous,convex,scaly,gray
5056,poisonous,flat,scaly,gray
5057,poisonous,convex,smooth,buff
5058,poisonous,flat,scaly,yellow
5059,poisonous,convex,smooth,white
5060,poisonous,convex,fibrous,yellow
5061,poisonous,convex,scaly,gray
5062,poisonous,convex,smooth,white
5063,poisonous,flat,smooth,buff
5064,poisonous,convex,smooth,white
5065,poisonous,flat,fibrous,yellow
5066,poisonous,flat,scaly,gray
5067,poisonous,convex,fibrous,yellow
5068,poisonous,flat,fibrous,gray
5069,edible,convex,scaly,white
5070,edible,convex,smooth,red
5071,poisonous,convex,scaly,gray
5072,poisonous,flat,fibrous,gray
5073,poisonous,convex,scaly,brown
5074,poisonous,convex,scaly,gray
5075,poisonous,flat,fibrous,gray
5076,poisonous,flat,fibrous,yellow
5077,poisonous,flat,fibrous,yellow
5078,edible,flat,fibrous,red
5079,poisonous,convex,scaly,yellow
5080,poisonous,flat,scaly,yellow
5081,poisonous,flat,fibrous,gray
5082,poisonous,convex,scaly,yellow
5083,poisonous,convex,fibrous,yellow
5084,poisonous,knobbed,fibrous,yellow
5085,poisonous,flat,fibrous,yellow
5086,edible,knobbed,fibrous,cinnamon
5087,poisonous,flat,fibrous,gray
5088,poisonous,flat,scaly,yellow
5089,poisonous,convex,scaly,gray
5090,poisonous,convex,scaly,gray
5091,poisonous,flat,fibrous,yellow
5092,poisonous,flat,scaly,yellow
5093,poisonous,convex,fibrous,yellow
5094,poisonous,flat,fibrous,yellow
5095,poisonous,convex,scaly,yellow
5096,poisonous,bell,scaly,pink
5097,edible,knobbed,scaly,pink
5098,poisonous,convex,scaly,yellow
5099,poisonous,convex,fibrous,yellow
5100,edible,knobbed,scaly,buff
5101,poisonous,flat,scaly,yellow
5102,poisonous,convex,smooth,white
5103,poisonous,convex,scaly,brown
5104,poisonous,convex,scaly,brown
5105,poisonous,convex,scaly,red
5106,poisonous,flat,grooves,white
5107,poisonous,convex,smooth,gray
5108,edible,flat,scaly,cinnamon
5109,poisonous,convex,scaly,gray
5110,poisonous,flat,scaly,yellow
5111,poisonous,flat,scaly,yellow
5112,edible,flat,scaly,pink
5113,poisonous,convex,smooth,buff
5114,poisonous,convex,smooth,gray
5115,poisonous,convex,scaly,red
5116,edible,knobbed,scaly,cinnamon
5117,poisonous,convex,smooth,white
5118,poisonous,convex,smooth,white
5119,poisonous,flat,smooth,buff
5120,poisonous,flat,smooth,buff
5121,edible,knobbed,scaly,cinnamon
5122,poisonous,convex,scaly,gray
5123,poisonous,flat,smooth,white
5124,poisonous,flat,smooth,gray
